,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG4535,Sylvia's Lovers — Volume 2,"Gaskell, Elizabeth Cleghorn",10,"{'Historical fiction', 'Man-woman relationships -- Fiction', 'Women -- England -- Fiction', 'Yorkshire (England) -- Fiction'}",1863.0,Elizabeth+Gaskell,Sylvia+Lovers,https://www.worldcat.org/search?q=Elizabeth+Gaskell+Sylvia+Lovers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10132,The Sowers,"Merriman, Henry Seton",5,{'Russia -- Fiction'},1896.0,Henry+Merriman,Sowers,https://www.worldcat.org/search?q=Henry+Merriman+Sowers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16156,Then Marched the Brave,"Comstock, Harriet T. (Harriet Theresa)",11,"{'Hale, Nathan, 1755-1776 -- Juvenile literature', 'Long Island, Battle of, New York, N.Y., 1776 -- Juvenile fiction'}",1904.0,Harriet+Comstock,Then+Marched,https://www.worldcat.org/search?q=Harriet+Comstock+Then+Marched&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48410,The Boy Scouts of the Naval Reserve,"Shaler, Robert",17,"{'Mystery and detective stories', 'United States. Naval Reserve -- Juvenile fiction', 'Boy Scouts of America -- Juvenile fiction'}",1914.0,Robert+Shaler,Scouts+Naval,https://www.worldcat.org/search?q=Robert+Shaler+Scouts+Naval&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5351,If I Were King,"McCarthy, Justin H. (Justin Huntly)",10,"{'Villon, François, 1431-1463 -- Fiction', 'France -- History -- Louis XI, 1461-1483 -- Fiction'}",1903.0,Justin+McCarthy,Were+King,https://www.worldcat.org/search?q=Justin+McCarthy+Were+King&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64301,Golden Fleece: The American Adventures of a Fortune Hunting Earl,"Phillips, David Graham",9,{'British -- United States -- Fiction'},1903.0,David+Phillips,Golden+Fleece,https://www.worldcat.org/search?q=David+Phillips+Golden+Fleece&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22249,Shorty McCabe,"Ford, Sewell",15,"{'New York (N.Y.) -- Fiction', 'Humorous stories'}",1915.0,Sewell+Ford,Shorty+McCabe,https://www.worldcat.org/search?q=Sewell+Ford+Shorty+McCabe&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5845,The Story of a Calico Clown,"Hope, Laura Lee",9,{'Toys -- Juvenile fiction'},1920.0,Laura+Hope,Story+Calico,https://www.worldcat.org/search?q=Laura+Hope+Story+Calico&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58855,"The Little Room, and Other Stories","Wynne, Madeline Yale",89,"{'Short stories, American', 'American fiction -- 19th century'}",1895.0,Madeline+Wynne,Little+Room,https://www.worldcat.org/search?q=Madeline+Wynne+Little+Room&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54121,"Tom Pinder, Foundling: A Story of the Holmfirth Flood","Sykes, D. F. E.",7,"{'Floods -- Fiction', 'Love stories', 'Foundlings -- Fiction', 'Yorkshire (England) -- Fiction'}",1898.0,Sykes,Pinder+Foundling,https://www.worldcat.org/search?q=Sykes+Pinder+Foundling&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32106,Dusty Star,"Baker, Olaf",17,"{'Wolves -- Fiction', 'Indians of North America -- Fiction'}",1922.0,Olaf+Baker,Dusty+Star,https://www.worldcat.org/search?q=Olaf+Baker+Dusty+Star&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30723,Fathers and Children,"Turgenev, Ivan Sergeevich",137,"{'Fathers and sons -- Fiction', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Nihilism (Philosophy) -- Fiction', 'Russia -- Social conditions -- 1801-1917 -- Fiction', 'Domestic fiction', 'Historical fiction'}",1903.0,Ivan+Turgenev,Fathers+Children,https://www.worldcat.org/search?q=Ivan+Turgenev+Fathers+Children&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58518,Kissing the Rod: A Novel. (Vol. 2 of 3),"Yates, Edmund",4,{'England -- Fiction'},1866.0,Edmund+Yates,Kissing+Novel,https://www.worldcat.org/search?q=Edmund+Yates+Kissing+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4676,Outpost,"Austin, Jane G. (Jane Goodwin)",14,{'Fiction'},1867.0,Jane+Austin,Outpost,https://www.worldcat.org/search?q=Jane+Austin+Outpost&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG66193,The Phantom Rider; or The Giant Chief's Fate: A tale of the old Dahcotah country,"Rolfe, Maro O. (Maro Orlando)",35,"{'Dime novels', 'Indian captivities -- Fiction', 'Mutism -- Fiction', 'Wagon trains -- Fiction', 'Dwarfs -- Fiction', 'Dakota Territory -- Fiction', 'Unrequited love -- Fiction', 'Indians of North America -- Fiction', 'Scouts (Reconnaissance) -- West (U.S.) -- Fiction', 'Apparitions -- Fiction', 'Abduction -- Fiction'}",1872.0,Maro+Rolfe,Phantom+Rider,https://www.worldcat.org/search?q=Maro+Rolfe+Phantom+Rider&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33811,"The Pearl of Love; or, Josey's Gift","Leslie, Madeline",9,"{'Brothers and sisters -- Juvenile fiction', 'Families -- Juvenile fiction', 'Love -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Aunts -- Juvenile fiction'}",1847.0,Madeline+Leslie,Pearl+Love,https://www.worldcat.org/search?q=Madeline+Leslie+Pearl+Love&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11470,His Big Opportunity,"Le Feuvre, Amy",12,"{'Cousins -- Juvenile fiction', 'Children with disabilities -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction'}",1898.0,Amy+Feuvre,Opportunity,https://www.worldcat.org/search?q=Amy+Feuvre+Opportunity&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33780,The Haunted Pajamas,"Elliott, Francis Perry",32,{'Fiction'},1911.0,Francis+Elliott,Haunted+Pajamas,https://www.worldcat.org/search?q=Francis+Elliott+Haunted+Pajamas&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5575,"A Word, Only a Word — Volume 04","Ebers, Georg",3,"{""Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction"", 'German fiction -- Translations into English'}",1880.0,Georg+Ebers,Word+Only,https://www.worldcat.org/search?q=Georg+Ebers+Word+Only&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19966,The Statesmen Snowbound,"Fitzgerald, Robert",13,"{'Humorous stories', 'Politicians -- United States -- Fiction'}",1909.0,Robert+Fitzgerald,Statesmen+Snowbound,https://www.worldcat.org/search?q=Robert+Fitzgerald+Statesmen+Snowbound&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4284,The Window-Gazer,"Mackay, Isabel Ecclestone",4,{'Canada -- Fiction'},1921.0,Isabel+Mackay,Window+Gazer,https://www.worldcat.org/search?q=Isabel+Mackay+Window+Gazer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10234,Old Creole Days: A Story of Creole Life,"Cable, George Washington",57,"{'New Orleans (La.) -- Fiction', 'Historical fiction', 'Creoles -- Fiction', 'Louisiana -- Social life and customs -- Fiction'}",1943.0,George+Cable,Creole+Days,https://www.worldcat.org/search?q=George+Cable+Creole+Days&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG59912,The Rock Ahead: A Novel. (Vol. 2),"Yates, Edmund",2,{'Fiction'},1868.0,Edmund+Yates,Rock+Ahead,https://www.worldcat.org/search?q=Edmund+Yates+Rock+Ahead&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32053,Happy House,"Abbott, Jane",32,"{'Women college graduates -- Juvenile fiction', 'Family life -- Juvenile fiction', 'New England -- Juvenile fiction'}",1920.0,Jane+Abbott,Happy+House,https://www.worldcat.org/search?q=Jane+Abbott+Happy+House&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20857,Spacehounds of IPC,"Smith, E. E. (Edward Elmer)",115,{'Science fiction'},1931.0,Smith,Spacehounds,https://www.worldcat.org/search?q=Smith+Spacehounds&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1314,The Malefactor,"Oppenheim, E. Phillips (Edward Phillips)",42,"{'Detective and mystery stories', 'Fiction'}",1800.0,Phillips+Oppenheim,Malefactor,https://www.worldcat.org/search?q=Phillips+Oppenheim+Malefactor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7816,The Voyage of Captain Popanilla,"Disraeli, Benjamin, Earl of Beaconsfield",32,{'Utopias -- Fiction'},1805.0,Benjamin+Disraeli,Voyage+Captain,https://www.worldcat.org/search?q=Benjamin+Disraeli+Voyage+Captain&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2185,Maruja,"Harte, Bret",4,"{'Western stories', 'American fiction -- 19th century', 'California -- Fiction'}",1885.0,Bret+Harte,Maruja,https://www.worldcat.org/search?q=Bret+Harte+Maruja&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7357,J. Cole,"Gellibrand, Emma",12,"{'Household employees -- Fiction', 'Children -- Conduct of life -- Fiction'}",1893.0,Emma+Gellibrand,Cole,https://www.worldcat.org/search?q=Emma+Gellibrand+Cole&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47593,"The Ladies Lindores, Vol. 3 (of 3)","Oliphant, Mrs. (Margaret)",16,"{'Husband and wife -- Fiction', 'Mate selection -- Fiction', 'Scotland -- Social life and customs -- 19th century -- Fiction', 'Aristocracy (Social class) -- Great Britain -- Fiction', 'Families -- Fiction', 'Inheritance and succession -- Fiction'}",1880.0,Mrs+Oliphant,Ladies+Lindores,https://www.worldcat.org/search?q=Mrs+Oliphant+Ladies+Lindores&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31945,St. Peter's Umbrella: A Novel,"Mikszáth, Kálmán",32,{'Hungary -- Fiction'},1900.0,Kálmán+Mikszáth,Peter+Umbrella,https://www.worldcat.org/search?q=Kálmán+Mikszáth+Peter+Umbrella&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62505,"Tamba, the Tame Tiger: His Many Adventures","Barnum, Richard",3,"{'Circus -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Tiger -- Juvenile fiction'}",1915.0,Richard+Barnum,Tamba+Tame,https://www.worldcat.org/search?q=Richard+Barnum+Tamba+Tame&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7592,The Caxtons: A Family Picture — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",2,"{'English fiction -- 19th century', 'Families -- Fiction'}",1849.0,Edward+Lytton,Caxtons+Family,https://www.worldcat.org/search?q=Edward+Lytton+Caxtons+Family&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40922,Pietro Ghisleri,"Crawford, F. Marion (Francis Marion)",8,"{'Stepsisters -- Fiction', 'Jealousy -- Fiction', 'Rome (Italy) -- Social life and customs -- 19th century -- Fiction'}",1882.0,Marion+Crawford,Pietro+Ghisleri,https://www.worldcat.org/search?q=Marion+Crawford+Pietro+Ghisleri&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50824,"The Flying Machine Boys on Secret Service; Or, The Capture in the Air","Walton, Frank",4,"{'Smugglers -- Juvenile fiction', 'Aeronautics -- Juvenile fiction', 'Mystery and detective stories', 'Kidnapping -- Juvenile fiction'}",1913.0,Frank+Walton,Flying+Machine,https://www.worldcat.org/search?q=Frank+Walton+Flying+Machine&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19191,The Fruit of the Tree,"Wharton, Edith",36,"{'Labor movement -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Berkshire Hills (Mass.) -- Fiction', 'Psychological fiction', 'Remarried people -- Fiction', 'Female friendship -- Fiction', 'Love stories', 'Industrial relations -- Fiction', 'Widows -- Fiction', 'Domestic fiction', 'Textile industry -- Fiction'}",1907.0,Edith+Wharton,Fruit+Tree,https://www.worldcat.org/search?q=Edith+Wharton+Fruit+Tree&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37788,Judith Shakespeare: Her love affairs and other adventures,"Black, William",13,"{'Biographical fiction', 'Dramatists -- Family relationships -- Fiction', 'Stratford-upon-Avon (England) -- Fiction', 'Shakespeare, William, 1564-1616 -- Family -- Fiction', 'Shakespeare, Judith, 1585-1662 -- Fiction'}",1884.0,William+Black,Judith+Shakespeare,https://www.worldcat.org/search?q=William+Black+Judith+Shakespeare&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16544,The Boy Scouts In Russia,"Blaine, John",7,"{'Boy Scouts -- Juvenile fiction', 'Russia -- Juvenile fiction'}",1916.0,John+Blaine,Scouts+Russia,https://www.worldcat.org/search?q=John+Blaine+Scouts+Russia&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2695,Jeff Briggs's Love Story,"Harte, Bret",16,"{'Western stories', 'American fiction -- 19th century', 'California -- Fiction'}",1880.0,Bret+Harte,Jeff+Briggs,https://www.worldcat.org/search?q=Bret+Harte+Jeff+Briggs&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11323,"Caleb Williams; Or, Things as They Are","Godwin, William",374,"{'Murderers -- Fiction', 'Bildungsromans', 'Young men -- Fiction', 'Didactic fiction', 'England -- Fiction', 'Executions and executioners -- Fiction', 'False imprisonment -- Fiction', 'Master and servant -- Fiction'}",1796.0,William+Godwin,Caleb+Williams,https://www.worldcat.org/search?q=William+Godwin+Caleb+Williams&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42276,In Greek Waters: A Story of the Grecian War of Independence,"Henty, G. A. (George Alfred)",46,"{'Rescues -- Juvenile fiction', 'Prisoners -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Greece -- History -- War of Independence, 1821-1829 -- Juvenile fiction', 'Fathers and sons -- Juvenile fiction', 'Adventure stories'}",1892.0,Henty,Greek+Waters,https://www.worldcat.org/search?q=Henty+Greek+Waters&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG25493,A Cathedral Courtship,"Wiggin, Kate Douglas Smith",53,"{'Americans -- England -- Fiction', 'Courtship -- Fiction', 'Women travelers -- England -- Fiction'}",1893.0,Kate+Wiggin,Cathedral+Courtship,https://www.worldcat.org/search?q=Kate+Wiggin+Cathedral+Courtship&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33368,"Tales of the Toys, Told by Themselves","Broderip, Frances Freeling",17,"{'Toys -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', ""Children's stories""}",1869.0,Frances+Broderip,Tales+Toys,https://www.worldcat.org/search?q=Frances+Broderip+Tales+Toys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43380,Aunt Jane,"Lee, Jennette",14,{'Nurses -- Fiction'},1915.0,Jennette+Lee,Aunt+Jane,https://www.worldcat.org/search?q=Jennette+Lee+Aunt+Jane&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63024,"Dick Merriwell's Fighting Chance; Or, The Split in the Varsity","Standish, Burt L.",6,"{'Dime novels', 'Adventure stories', 'Merriwell, Dick (Fictitious character) -- Juvenile fiction', 'Yale University -- Juvenile fiction'}",1902.0,Burt+Standish,Dick+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Dick+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46075,"Motor Matt; or, The King of the Wheel: Motor Stories Thrilling Adventure Motor Fiction No 1.","Matthews, Stanley R.",4,"{'Mechanics -- Juvenile fiction', 'Dime novels', 'Motorcycles -- Juvenile fiction', 'Inventors -- Juvenile fiction', 'Adventure stories'}",1909.0,Stanley+Matthews,Motor+Matt,https://www.worldcat.org/search?q=Stanley+Matthews+Motor+Matt&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44252,"Richelieu: A Tale of France, v. 1/3","James, G. P. R. (George Payne Rainsford)",25,"{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'}",1800.0,James,Richelieu+Tale,https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56695,The Radio Boys with the Border Patrol,"Breckenridge, Gerald",10,{'Radio -- Juvenile fiction'},1922.0,Gerald+Breckenridge,Radio+Boys,https://www.worldcat.org/search?q=Gerald+Breckenridge+Radio+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31555,Under the Liberty Tree: A Story of The 'Boston Massacre',"Otis, James",39,"{'Boston Massacre, 1770 -- Juvenile fiction'}",1896.0,James+Otis,Under+Liberty,https://www.worldcat.org/search?q=James+Otis+Under+Liberty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53668,Kate Vernon: A Tale. Vol. 3 (of 3),"Alexander, Mrs.",11,{'Fiction'},1854.0,Mrs+Alexander,Kate+Vernon,https://www.worldcat.org/search?q=Mrs+Alexander+Kate+Vernon&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1217,Penelope's Experiences in Scotland: Being Extracts from the Commonplace Book of Penelope Hamilton,"Wiggin, Kate Douglas Smith",55,{'Scotland -- Fiction'},1898.0,Kate+Wiggin,Penelope+Experiences,https://www.worldcat.org/search?q=Kate+Wiggin+Penelope+Experiences&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21763,The Brentons,"Ray, Anna Chapin",51,"{'Husband and wife -- Fiction', 'Mothers and sons -- Fiction'}",1911.0,Anna+Ray,Brentons,https://www.worldcat.org/search?q=Anna+Ray+Brentons&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28115,The Great Sioux Trail: A Story of Mountain and Plain,"Altsheler, Joseph A. (Joseph Alexander)",41,"{'West (U.S.) -- Fiction', 'Dakota Indians -- Fiction'}",1918.0,Joseph+Altsheler,Great+Sioux,https://www.worldcat.org/search?q=Joseph+Altsheler+Great+Sioux&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47098,All Sorts and Conditions of Men: An Impossible Story,"Besant, Walter",38,"{'City and town life -- Fiction', 'London (England) -- Fiction', 'East End (London, England) -- Fiction', 'Philanthropists -- Fiction', 'Romantic suspense fiction', 'Poor -- Fiction'}",1882.0,Walter+Besant,Sorts+Conditions,https://www.worldcat.org/search?q=Walter+Besant+Sorts+Conditions&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7435,Springhaven: A Tale of the Great War,"Blackmore, R. D. (Richard Doddridge)",25,"{'Great Britain -- History -- Regency, 1800-1837 -- Fiction'}",1887.0,Blackmore,Springhaven+Tale,https://www.worldcat.org/search?q=Blackmore+Springhaven+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39349,Wyndham's Pal,"Bindloss, Harold",23,{'Fiction'},1919.0,Harold+Bindloss,Wyndham,https://www.worldcat.org/search?q=Harold+Bindloss+Wyndham&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17559,On the Church Steps,"Hallowell, Sarah C.",4,{'Fiction'},1875.0,Sarah+Hallowell,Church+Steps,https://www.worldcat.org/search?q=Sarah+Hallowell+Church+Steps&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63537,"Frank Merriwell's Fun; Or, Fearless and True","Standish, Burt L.",3,"{'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Yale University -- Juvenile fiction', 'Football -- Juvenile fiction', 'College students -- Juvenile fiction'}",1896.0,Burt+Standish,Frank+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Frank+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4735,The Shepherd of the Hills,"Wright, Harold Bell",112,"{'Clergy -- Fiction', 'Ozark Mountains -- Fiction', 'Allegories', 'Christian fiction'}",1947.0,Harold+Wright,Shepherd+Hills,https://www.worldcat.org/search?q=Harold+Wright+Shepherd+Hills&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG51487,Othmar,Ouida,30,{'Fiction'},1880.0,Ouida,Othmar,https://www.worldcat.org/search?q=Ouida+Othmar&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33352,"Little Oskaloo; or, The White Whirlwind","Harbaugh, T. C. (Thomas Chalmers)",28,{'Indians of North America -- Juvenile fiction'},1877.0,Harbaugh,Little+Oskaloo,https://www.worldcat.org/search?q=Harbaugh+Little+Oskaloo&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63508,The Boy Fortune Hunters in Yucatan,"Baum, L. Frank (Lyman Frank)",13,"{'Yucatán (Mexico : State) -- Juvenile fiction', 'Treasure troves -- Juvenile fiction'}",1901.0,Frank+Baum,Fortune+Hunters,https://www.worldcat.org/search?q=Frank+Baum+Fortune+Hunters&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36836,The Men Who Wrought,"Cullum, Ridgwell",15,"{'Spy stories', 'Submarines (Ships) -- Fiction', 'Inventors -- Fiction', 'Science fiction'}",1915.0,Ridgwell+Cullum,Wrought,https://www.worldcat.org/search?q=Ridgwell+Cullum+Wrought&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11867,The Alaskan,"Curwood, James Oliver",24,{'Alaska -- Fiction'},1900.0,James+Curwood,Alaskan,https://www.worldcat.org/search?q=James+Curwood+Alaskan&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3980,Fromont and Risler — Complete,"Daudet, Alphonse",27,"{'French fiction -- Translations into English', 'Paris (France) -- Fiction'}",1894.0,Alphonse+Daudet,Fromont+Risler,https://www.worldcat.org/search?q=Alphonse+Daudet+Fromont+Risler&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36644,The Coward: A Novel of Society and the Field in 1863,"Morford, Henry",26,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}",1864.0,Henry+Morford,Coward+Novel,https://www.worldcat.org/search?q=Henry+Morford+Coward+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42049,"Frank Merriwell's Champions; Or, All in the Game","Standish, Burt L.",19,"{'Sports stories', 'Boxing stories', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Gambling -- Juvenile fiction'}",1896.0,Burt+Standish,Frank+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Frank+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47523,The Bishop's Apron: A study in the origins of a great family,"Maugham, W. Somerset (William Somerset)",47,"{'Families -- Fiction', 'England -- Social life and customs -- Fiction', 'Clergy -- England -- Fiction'}",1901.0,Somerset+Maugham,Bishop+Apron,https://www.worldcat.org/search?q=Somerset+Maugham+Bishop+Apron&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18789,Swirling Waters,"Rittenberg, Max",36,"{'Capitalists and financiers -- Fiction', 'London (England) -- Fiction'}",1913.0,Max+Rittenberg,Swirling+Waters,https://www.worldcat.org/search?q=Max+Rittenberg+Swirling+Waters&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40666,Missing at Marshlands: Arden Blake Mystery Series #3,"Garis, Cleo F.",21,"{'Mystery and detective stories', 'Young women -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Vacations -- Juvenile fiction', 'Women college students -- Juvenile fiction', 'Thieves -- Juvenile fiction', 'Russians -- United States -- Juvenile fiction', 'Artists -- Juvenile fiction'}",1934.0,Cleo+Garis,Missing+Marshlands,https://www.worldcat.org/search?q=Cleo+Garis+Missing+Marshlands&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16321,The Bread-winners: A Social Study,"Hay, John",11,"{'Industrial relations -- Fiction', 'Strikes and lockouts -- Fiction'}",1883.0,John+Hay,Bread+winners,https://www.worldcat.org/search?q=John+Hay+Bread+winners&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56841,The Disappearing Eye,"Hume, Fergus",26,"{'England -- Fiction', 'Adventure stories', 'Mystery fiction', 'Murder -- Investigation -- Fiction'}",1909.0,Fergus+Hume,Disappearing,https://www.worldcat.org/search?q=Fergus+Hume+Disappearing&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG51696,The Brownie Scouts at Silver Beach,"Wirt, Mildred A. (Mildred Augustine)",5,"{'Vacations -- Juvenile fiction', 'Beaches -- Juvenile fiction', 'Brownie Girl Scouts -- Juvenile fiction'}",1949.0,Mildred+Wirt,Brownie+Scouts,https://www.worldcat.org/search?q=Mildred+Wirt+Brownie+Scouts&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21072,The Pirate Island: A Story of the South Pacific,"Collingwood, Harry",23,"{'Islands -- Juvenile fiction', 'Oceania -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Ships -- Fires and fire prevention -- Juvenile fiction', 'Pirates -- Juvenile fiction'}",1899.0,Harry+Collingwood,Pirate+Island,https://www.worldcat.org/search?q=Harry+Collingwood+Pirate+Island&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61174,"Dick Merriwell's Day; Or, Iron Nerve","Standish, Burt L.",9,"{'Dime novels', 'Adventure stories', 'Baseball -- Juvenile fiction'}",1902.0,Burt+Standish,Dick+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Dick+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53994,Stella Maris,"Locke, William John",13,"{'England -- Fiction', 'Invalids -- Fiction', 'Man-woman relationships -- Fiction'}",1913.0,William+Locke,Stella+Maris,https://www.worldcat.org/search?q=William+Locke+Stella+Maris&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62719,"Frank Merriwell's Support; Or, A Triple Play","Standish, Burt L.",3,"{'Dime novels', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Merriwell, Dick (Fictitious character) -- Juvenile fiction', 'Baseball -- Juvenile fiction'}",1896.0,Burt+Standish,Frank+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Frank+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
