,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG56883,"Balaam and His Master, and Other Sketches and Stories","Harris, Joel Chandler",4,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories, American'}",1884.0,Joel+Harris,Balaam+Master,https://www.worldcat.org/search?q=Joel+Harris+Balaam+Master&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30094,Fred Fenton Marathon Runner: The Great Race at Riverport School,"Chapman, Allen",1,{'Marathon running -- Juvenile fiction'},1913.0,Allen+Chapman,Fred+Fenton,https://www.worldcat.org/search?q=Allen+Chapman+Fred+Fenton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8771,Jurgen: A Comedy of Justice,"Cabell, James Branch",82,"{'Historical fiction', 'Middle Ages -- Fiction', 'Allegories', 'Fantasy fiction'}",1927.0,James+Cabell,Jurgen+Comedy,https://www.worldcat.org/search?q=James+Cabell+Jurgen+Comedy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2594,"The Forsyte Saga, Volume II.: Indian Summer of a Forsyte; In Chancery","Galsworthy, John",75,"{'Forsyte family (Fictitious characters) -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Women -- England -- Fiction', 'Domestic fiction', 'Middle class -- England -- Fiction', 'Families -- England -- Fiction'}",1926.0,John+Galsworthy,Forsyte+Saga,https://www.worldcat.org/search?q=John+Galsworthy+Forsyte+Saga&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23999,A Day at the County Fair,"Burnett, Alice Hale",16,"{'Girls -- Juvenile fiction', 'Agricultural exhibitions -- Juvenile fiction'}",1916.0,Alice+Burnett,County+Fair,https://www.worldcat.org/search?q=Alice+Burnett+County+Fair&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16651,"The Safety Curtain, and Other Stories","Dell, Ethel M. (Ethel May)",11,{'Fiction'},1917.0,Ethel+Dell,Safety+Curtain,https://www.worldcat.org/search?q=Ethel+Dell+Safety+Curtain&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34208,The Law of Hemlock Mountain,"Lundsford, Hugh",32,"{'Kentucky -- Fiction', 'Cumberland Mountains -- Fiction', 'Love stories'}",1920.0,Hugh+Lundsford,Hemlock+Mountain,https://www.worldcat.org/search?q=Hugh+Lundsford+Hemlock+Mountain&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16185,"The Nest in the Honeysuckles, and other Stories",,10,"{'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Christian life -- Juvenile fiction'}",1855.0,,Nest+Honeysuckles,https://www.worldcat.org/search?q=+Nest+Honeysuckles&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21770,The Author of Beltraffio,"James, Henry",17,"{'Americans -- Europe -- Fiction', 'United States -- Social life and customs -- Fiction', 'Europe -- Social life and customs -- Fiction'}",1907.0,Henry+James,Author+Beltraffio,https://www.worldcat.org/search?q=Henry+James+Author+Beltraffio&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23119,A Forgotten Hero: Not for Him,"Holt, Emily Sarah",5,"{'Historical fiction', 'Edward I, King of England, 1239-1307 -- Fiction'}",1883.0,Emily+Holt,Forgotten+Hero,https://www.worldcat.org/search?q=Emily+Holt+Forgotten+Hero&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62346,In Black and White,"Kipling, Rudyard",69,"{'India -- Fiction', 'Short stories, English'}",1899.0,Rudyard+Kipling,Black+White,https://www.worldcat.org/search?q=Rudyard+Kipling+Black+White&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG530,"Driven from Home; Or, Carl Crawford's Experience","Alger, Horatio, Jr.",29,"{'Didactic fiction', 'New York (N.Y.) -- Juvenile fiction', 'Runaway teenagers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1900.0,Horatio+Alger,Driven+from,https://www.worldcat.org/search?q=Horatio+Alger+Driven+from&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60177,Through the Desert,"Sienkiewicz, Henryk",44,"{'Africa -- Fiction', 'Children -- Fiction', 'Wilderness survival -- Fiction', 'Bildungsromans', 'Sudan -- History -- 1881-1899 -- Fiction', 'Kidnapping -- Fiction', 'Adventure stories'}",1912.0,Henryk+Sienkiewicz,Through+Desert,https://www.worldcat.org/search?q=Henryk+Sienkiewicz+Through+Desert&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48742,The Missionary: An Indian Tale; vol. I,"Morgan, Lady (Sydney)",10,"{'Portuguese -- India -- Fiction', 'Missionaries -- Fiction', 'India -- History -- 1526-1765 -- Fiction', 'Love stories', 'Women prophets -- Fiction', 'Historical fiction'}",1811.0,Lady+Morgan,Missionary+Indian,https://www.worldcat.org/search?q=Lady+Morgan+Missionary+Indian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9442,Helbeck of Bannisdale — Volume II,"Ward, Humphry, Mrs.",4,{'Religious fiction'},1898.0,Humphry+Ward,Helbeck+Bannisdale,https://www.worldcat.org/search?q=Humphry+Ward+Helbeck+Bannisdale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5140,He Knew He Was Right,"Trollope, Anthony",75,"{'Married people -- Fiction', 'Husbands -- Fiction', 'Psychological fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Domestic fiction'}",1869.0,Anthony+Trollope,Knew+Right,https://www.worldcat.org/search?q=Anthony+Trollope+Knew+Right&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1396,"Rienzi, the Last of the Roman Tribunes","Lytton, Edward Bulwer Lytton, Baron",53,"{'Biographical fiction', 'Rienzo, Cola di, -1354 -- Fiction'}",1800.0,Edward+Lytton,Rienzi+Last,https://www.worldcat.org/search?q=Edward+Lytton+Rienzi+Last&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15596,Bressant: A Novel,"Hawthorne, Julian",7,{'Triangles (Interpersonal relations) -- Fiction'},1873.0,Julian+Hawthorne,Bressant+Novel,https://www.worldcat.org/search?q=Julian+Hawthorne+Bressant+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54074,An Eye for an Eye: Big Blue Book no. B-24,"Darrow, Clarence",20,"{'Criminals -- Fiction', 'Prisoners -- Fiction', 'Capital punishment -- Fiction', 'Chicago (Ill.) -- Fiction'}",1899.0,Clarence+Darrow,Blue+Book,https://www.worldcat.org/search?q=Clarence+Darrow+Blue+Book&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7721,The Last of the Barons — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",2,"{'Warwick, Richard Neville, Earl of, 1428-1471 -- Fiction', 'Great Britain -- History -- Wars of the Roses, 1455-1485 -- Fiction'}",1800.0,Edward+Lytton,Last+Barons,https://www.worldcat.org/search?q=Edward+Lytton+Last+Barons&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22839,Jesse Cliffe,"Mitford, Mary Russell",8,"{'England -- Social life and customs -- 19th century -- Fiction', 'Country life -- England -- Fiction', 'Pastoral fiction'}",1800.0,Mary+Mitford,Jesse+Cliffe,https://www.worldcat.org/search?q=Mary+Mitford+Jesse+Cliffe&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG25037,War and the Weird,"Phillips, Forbes",20,"{'Supernatural', 'World War, 1914-1918', 'World War, 1914-1918 -- Fiction'}",1916.0,Forbes+Phillips,Weird,https://www.worldcat.org/search?q=Forbes+Phillips+Weird&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44902,"Colin Clink, Volume 2 (of 3)","Hooton, Charles",11,"{'England -- Social life and customs -- 19th century -- Fiction', 'Man-woman relationships -- England -- Fiction'}",1840.0,Charles+Hooton,Colin+Clink,https://www.worldcat.org/search?q=Charles+Hooton+Colin+Clink&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG59313,Jack's Two Sovereigns,"Fenn, A. S. (Annie S.)",12,"{'Children -- Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Responsibility -- Juvenile fiction', 'Quarreling -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Families -- Juvenile fiction', 'Theft -- Juvenile fiction', 'Poverty -- Juvenile fiction', 'Kindness -- Juvenile fiction'}",1880.0,Fenn,Jack+Sovereigns,https://www.worldcat.org/search?q=Fenn+Jack+Sovereigns&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62026,A Yankee Girl at Antietam,"Curtis, Alice Turner",18,"{'Friendship -- Juvenile fiction', 'Antietam, Battle of, Md., 1862 -- Juvenile fiction', 'African Americans -- History -- To 1863 -- Juvenile fiction', 'Maryland -- History -- Juvenile fiction', 'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction'}",1920.0,Alice+Curtis,Yankee+Girl,https://www.worldcat.org/search?q=Alice+Curtis+Yankee+Girl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38608,"The Girl Scouts at Rocky Ledge; Or, Nora's Real Vacation","Garis, Lilian",62,"{'Girl Scouts -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Homeless youth -- Juvenile fiction', 'Interpersonal relations -- Juvenile fiction'}",1920.0,Lilian+Garis,Girl+Scouts,https://www.worldcat.org/search?q=Lilian+Garis+Girl+Scouts&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1841,Z. Marcas,"Balzac, Honoré de",71,{'French fiction -- Translations into English'},1896.0,Honoré+Balzac,Marcas,https://www.worldcat.org/search?q=Honoré+Balzac+Marcas&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54995,Uncle Wiggily's Fortune,"Garis, Howard Roger",35,"{'Birds -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Foxes -- Juvenile fiction', 'Insects -- Juvenile fiction', 'Uncle Wiggily (Fictitious character) -- Juvenile fiction', ""Children's stories"", 'Seashore animals -- Juvenile fiction', 'Rabbits -- Juvenile fiction', 'Seashore -- Juvenile fiction'}",1922.0,Howard+Garis,Uncle+Wiggily,https://www.worldcat.org/search?q=Howard+Garis+Uncle+Wiggily&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5606,Guns of the Gods: A Story of Yasmini's Youth,"Mundy, Talbot",20,{'India -- Fiction'},1921.0,Talbot+Mundy,Guns+Gods,https://www.worldcat.org/search?q=Talbot+Mundy+Guns+Gods&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47850,The Home at Greylock,"Prentiss, E. (Elizabeth)",14,"{'Child rearing -- Fiction', 'Christian fiction'}",1876.0,Prentiss,Home+Greylock,https://www.worldcat.org/search?q=Prentiss+Home+Greylock&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15317,"The Baronet's Bride; Or, A Woman's Vengeance","Fleming, May Agnes",4,{'Fiction'},1880.0,May+Fleming,Baronet+Bride,https://www.worldcat.org/search?q=May+Fleming+Baronet+Bride&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10358,The Boss of Little Arcady,"Wilson, Harry Leon",35,"{'United States -- Social life and customs -- Fiction', 'Villages -- Fiction'}",1905.0,Harry+Wilson,Boss+Little,https://www.worldcat.org/search?q=Harry+Wilson+Boss+Little&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36958,A Child of the Jago,"Morrison, Arthur",86,"{'London (England) -- Fiction', 'Slums -- Fiction', 'Boys -- Fiction'}",1896.0,Arthur+Morrison,Child+Jago,https://www.worldcat.org/search?q=Arthur+Morrison+Child+Jago&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13799,Old Fires and Profitable Ghosts: A Book of Stories,"Quiller-Couch, Arthur",18,"{'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Short stories'}",1900.0,Couch+Quiller,Fires+Profitable,https://www.worldcat.org/search?q=Couch+Quiller+Fires+Profitable&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39692,Mildred Arkell: A Novel. Vol. 1 (of 3),"Wood, Henry, Mrs.",30,{'Fiction'},1865.0,Henry+Wood,Mildred+Arkell,https://www.worldcat.org/search?q=Henry+Wood+Mildred+Arkell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23299,Stradella,"Crawford, F. Marion (Francis Marion)",18,"{'Stradella, Alessandro, 1639-1682 -- Fiction'}",1884.0,Marion+Crawford,Stradella,https://www.worldcat.org/search?q=Marion+Crawford+Stradella&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23553,The Christmas Miracle: 1911,"Murfree, Mary Noailles",13,"{'Short stories', 'Mountain life -- Fiction'}",1912.0,Mary+Murfree,Christmas+Miracle,https://www.worldcat.org/search?q=Mary+Murfree+Christmas+Miracle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45507,"The Pony Rider Boys in Louisiana; or, Following the Game Trails in the Canebrake","Patchin, Frank Gee",8,"{'Louisiana -- Juvenile fiction', 'Horsemanship -- Juvenile fiction'}",1910.0,Frank+Patchin,Pony+Rider,https://www.worldcat.org/search?q=Frank+Patchin+Pony+Rider&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4989,A Sweet Girl Graduate,"Meade, L. T.",34,"{""Children's stories"", 'Schools -- Juvenile fiction'}",1891.0,Meade,Sweet+Girl,https://www.worldcat.org/search?q=Meade+Sweet+Girl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5529,The Bride of the Nile — Complete,"Ebers, Georg",91,"{'Egypt -- History -- Fiction', 'German fiction -- Translations into English'}",1880.0,Georg+Ebers,Bride+Nile,https://www.worldcat.org/search?q=Georg+Ebers+Bride+Nile&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64988,The Youngest Camel,"Boyle, Kay",18,"{'Voyages and travels -- Juvenile fiction', 'Camels -- Juvenile fiction', 'Animals -- Juvenile fiction'}",1939.0,Kay+Boyle,Youngest+Camel,https://www.worldcat.org/search?q=Kay+Boyle+Youngest+Camel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26714,The Captain's Bunk: A Story for Boys,"Manwell, M. B.",12,"{'Fishing villages -- Juvenile fiction', 'Didactic fiction', 'Domestic fiction', 'Dysfunctional families -- Juvenile fiction', 'Christian fiction'}",1890.0,Manwell,Captain+Bunk,https://www.worldcat.org/search?q=Manwell+Captain+Bunk&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56843,Silanus the Christian,"Abbott, Edwin Abbott",14,"{'Christian fiction', 'Church history -- Primitive and early church, ca. 30-600 -- Fiction'}",1865.0,Edwin+Abbott,Silanus+Christian,https://www.worldcat.org/search?q=Edwin+Abbott+Silanus+Christian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22086,"The Son of Monte-Cristo, Volume II","Lermina, Jules",6,"{'Dantès, Edmond (Fictitious character) -- Fiction', 'Fathers and sons -- Fiction', 'Adventure stories'}",1800.0,Jules+Lermina,Monte+Cristo,https://www.worldcat.org/search?q=Jules+Lermina+Monte+Cristo&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5755,"The Fool Errant: Being the Memoirs of Francis-Anthony Strelley, Esq., Citizen of Lucca","Hewlett, Maurice",3,{'Historical fiction'},1898.0,Maurice+Hewlett,Fool+Errant,https://www.worldcat.org/search?q=Maurice+Hewlett+Fool+Errant&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG51948,"Henry Is Twenty: A Further Episodic History of Henry Calverly, 3rd","Merwin, Samuel",9,{'Young men -- Fiction'},1918.0,Samuel+Merwin,Henry+Twenty,https://www.worldcat.org/search?q=Samuel+Merwin+Henry+Twenty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22041,Mary Rose of Mifflin,"Sterrett, Frances R. (Frances Roberta)",18,"{'City and town life -- Fiction', 'Girls -- Fiction', 'Tenement houses -- Fiction', 'Orphans -- Fiction'}",1914.0,Frances+Sterrett,Mary+Rose,https://www.worldcat.org/search?q=Frances+Sterrett+Mary+Rose&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2501,A Face Illumined,"Roe, Edward Payson",22,"{'Artists -- Fiction', 'American fiction -- 19th century'}",1878.0,Edward+Roe,Face+Illumined,https://www.worldcat.org/search?q=Edward+Roe+Face+Illumined&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40471,Alamo Ranch: A Story of New Mexico,"Brooks, Sarah Warner",14,"{'Sanatoriums -- Fiction', 'Tuberculosis -- Patients -- Fiction', 'New Mexico -- Fiction'}",1903.0,Sarah+Brooks,Alamo+Ranch,https://www.worldcat.org/search?q=Sarah+Brooks+Alamo+Ranch&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2451,Caught in the Net,"Gaboriau, Emile",85,"{'Detective and mystery stories', 'Paris (France) -- Fiction'}",1891.0,Emile+Gaboriau,Caught,https://www.worldcat.org/search?q=Emile+Gaboriau+Caught&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5347,Understood Betsy,"Fisher, Dorothy Canfield",267,"{'Self-perception -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Vermont -- Juvenile fiction'}",1917.0,Dorothy+Fisher,Understood+Betsy,https://www.worldcat.org/search?q=Dorothy+Fisher+Understood+Betsy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24933,The Man Who Knew,"Wallace, Edgar",57,"{'Suspense fiction', 'Detective and mystery stories'}",1930.0,Edgar+Wallace,Knew,https://www.worldcat.org/search?q=Edgar+Wallace+Knew&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49075,Alice Lorraine: A Tale of the South Downs,"Blackmore, R. D. (Richard Doddridge)",70,"{'Peninsular War, 1807-1814 -- Fiction', 'South Downs (England) -- Fiction'}",1800.0,Blackmore,Alice+Lorraine,https://www.worldcat.org/search?q=Blackmore+Alice+Lorraine&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62336,Master Rockafellar's Voyage,"Russell, William Clark",3,"{'Youth -- Conduct of life -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Adventure stories'}",1890.0,William+Russell,Master+Rockafellar,https://www.worldcat.org/search?q=William+Russell+Master+Rockafellar&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6267,The Weavers: a tale of England and Egypt of fifty years ago - Complete,"Parker, Gilbert",26,{'Society of Friends -- Fiction'},1912.0,Gilbert+Parker,Weavers+tale,https://www.worldcat.org/search?q=Gilbert+Parker+Weavers+tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20462,"Ernest Linwood; or, The Inner Life of the Author","Hentz, Caroline Lee",15,{'Fiction'},1856.0,Caroline+Hentz,Ernest+Linwood,https://www.worldcat.org/search?q=Caroline+Hentz+Ernest+Linwood&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23383,Archibald Hughson: An Arctic Story,"Kingston, William Henry Giles",15,"{'Whaling -- Juvenile fiction', 'Runaway children -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Greenland -- Juvenile fiction'}",1800.0,William+Kingston,Archibald+Hughson,https://www.worldcat.org/search?q=William+Kingston+Archibald+Hughson&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12527,Kimono,"Paris, John",24,{'Japan -- Fiction'},1923.0,John+Paris,Kimono,https://www.worldcat.org/search?q=John+Paris+Kimono&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35284,"Riven Bonds.  Vol. II.: A Novel, in Two Volumes","Werner, E.",18,{'German fiction -- Translations into English'},1877.0,Werner,Riven+Bonds,https://www.worldcat.org/search?q=Werner+Riven+Bonds&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG25059,In the Far North: 1901,"Becke, Louis",6,"{'Short stories', 'Australia -- Fiction'}",1901.0,Louis+Becke,North+1901,https://www.worldcat.org/search?q=Louis+Becke+North+1901&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14813,The Life and Death of Richard Yea-and-Nay,"Hewlett, Maurice",15,"{'Richard I, King of England, 1157-1199 -- Fiction'}",1900.0,Maurice+Hewlett,Life+Death,https://www.worldcat.org/search?q=Maurice+Hewlett+Life+Death&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3926,"Monsieur, Madame, and Bébé — Complete","Droz, Gustave",19,"{'Family life -- Fiction', 'French fiction -- Translations into English'}",1867.0,Gustave+Droz,Monsieur+Madame,https://www.worldcat.org/search?q=Gustave+Droz+Monsieur+Madame&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63448,Madame Claire,"Ertz, Susan",9,"{'Older women -- Fiction', 'Man-woman relationships -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Families -- Fiction', 'Letters -- Fiction'}",1923.0,Susan+Ertz,Madame+Claire,https://www.worldcat.org/search?q=Susan+Ertz+Madame+Claire&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34166,Capricious Caroline,"Rowlands, Effie Adelaide",22,{'Fiction'},1904.0,Effie+Rowlands,Capricious+Caroline,https://www.worldcat.org/search?q=Effie+Rowlands+Capricious+Caroline&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50823,The Flying Boys in the Sky,"Ellis, Edward Sylvester",5,"{'Airplanes -- Juvenile fiction', 'Air pilots -- Juvenile fiction'}",1911.0,Edward+Ellis,Flying+Boys,https://www.worldcat.org/search?q=Edward+Ellis+Flying+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54523,"Tor, a Street Boy of Jerusalem","Kingsley, Florence Morse",3,"{'Jesus Christ -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Jerusalem -- Juvenile fiction'}",1904.0,Florence+Kingsley,Street+Jerusalem,https://www.worldcat.org/search?q=Florence+Kingsley+Street+Jerusalem&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23030,Buying a Horse,"Howells, William Dean",10,"{'Short stories', 'Horses -- Fiction'}",1881.0,William+Howells,Buying+Horse,https://www.worldcat.org/search?q=William+Howells+Buying+Horse&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64681,Jessica Trent's Inheritance,"Raymond, Evelyn",24,"{'Girls -- Juvenile fiction', 'Families -- Juvenile fiction', 'United States -- Juvenile fiction'}",1902.0,Evelyn+Raymond,Jessica+Trent,https://www.worldcat.org/search?q=Evelyn+Raymond+Jessica+Trent&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10872,"At Sunwich Port, Part 2.: Contents: Chapters 6-10","Jacobs, W. W. (William Wymark)",2,"{'Fathers and sons -- Fiction', 'Betrothal -- Fiction', 'Ship captains -- Fiction', 'Family -- England -- Fiction'}",1897.0,Jacobs,Sunwich+Port,https://www.worldcat.org/search?q=Jacobs+Sunwich+Port&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6491,The Head of the House of Coombe,"Burnett, Frances Hodgson",71,{'England -- Social life and customs -- Fiction'},1922.0,Frances+Burnett,Head+House,https://www.worldcat.org/search?q=Frances+Burnett+Head+House&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21742,Jarwin and Cuffy,"Ballantyne, R. M. (Robert Michael)",30,"{'Castaways -- Juvenile fiction', 'Dog owners -- Juvenile fiction', 'Robinsonades', 'Shipwreck survival -- Juvenile fiction', 'Human-animal relationships -- Juvenile fiction'}",1869.0,Ballantyne,Jarwin+Cuffy,https://www.worldcat.org/search?q=Ballantyne+Jarwin+Cuffy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34917,The Lonely House,"Streckfuss, Adolf",3,{'German fiction -- Translations into English'},1907.0,Adolf+Streckfuss,Lonely+House,https://www.worldcat.org/search?q=Adolf+Streckfuss+Lonely+House&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48861,"Jack, the Fire Dog","Wesselhoeft, Lily F.",7,"{'Fire fighters -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Fires -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Blind children -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Sick -- Juvenile fiction', 'Dogs -- Juvenile fiction', 'Human-animal relationships -- Juvenile fiction'}",1903.0,Lily+Wesselhoeft,Jack+Fire,https://www.worldcat.org/search?q=Lily+Wesselhoeft+Jack+Fire&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19458,"The Loyalists, Vol. 1-3: An Historical Novel","West, Mrs. (Jane)",10,"{'Great Britain -- History -- Civil War, 1642-1649 -- Fiction'}",1812.0,Mrs+West,Loyalists+Historical,https://www.worldcat.org/search?q=Mrs+West+Loyalists+Historical&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12940,"The Chums of Scranton High out for the Pennant: or, In the Three Town League","Ferguson, Donald",5,"{'High school students -- Juvenile fiction', 'Baseball -- Juvenile fiction'}",1919.0,Donald+Ferguson,Chums+Scranton,https://www.worldcat.org/search?q=Donald+Ferguson+Chums+Scranton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41453,The Mysterious Mr. Miller,"Le Queux, William",32,{'Mystery fiction'},1906.0,William+Queux,Mysterious+Miller,https://www.worldcat.org/search?q=William+Queux+Mysterious+Miller&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23447,"Uncle Sam's Boys in the Philippines; or, Following the Flag against the Moros","Hancock, H. Irving (Harrie Irving)",23,"{'United States. Army -- Fiction', 'Philippines -- Juvenile fiction'}",1916.0,Irving+Hancock,Uncle+Boys,https://www.worldcat.org/search?q=Irving+Hancock+Uncle+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18582,Gypsy Breynton,"Phelps, Elizabeth Stuart",16,"{'Brothers and sisters -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1866.0,Elizabeth+Phelps,Gypsy+Breynton,https://www.worldcat.org/search?q=Elizabeth+Phelps+Gypsy+Breynton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
