,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG40656,Little Johannes,"Eeden, Frederik van",45,{'Dutch fiction -- Translations into English'},1895.0,Frederik+Eeden,Little+Johannes,https://www.worldcat.org/search?q=Frederik+Eeden+Little+Johannes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22086,"The Son of Monte-Cristo, Volume II","Lermina, Jules",6,"{'Dantès, Edmond (Fictitious character) -- Fiction', 'Fathers and sons -- Fiction', 'Adventure stories'}",1800.0,Jules+Lermina,Monte+Cristo,https://www.worldcat.org/search?q=Jules+Lermina+Monte+Cristo&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62411,"Dick Merriwell's Glory; Or, Friends and Foes","Standish, Burt L.",8,"{'Adventure stories', 'Dime novels', 'Merriwell, Dick (Fictitious character) -- Juvenile fiction', 'Football -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction'}",1902.0,Burt+Standish,Dick+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Dick+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39879,Miser Farebrother: A Novel (vol. 3 of 3),"Farjeon, B. L. (Benjamin Leopold)",28,{'Fiction'},1887.0,Farjeon,Miser+Farebrother,https://www.worldcat.org/search?q=Farjeon+Miser+Farebrother&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60977,The Girl Scouts at Singing Sands,"Wirt, Mildred A. (Mildred Augustine)",9,"{'Mystery and detective stories', 'Girl Scouts -- Juvenile fiction', 'Carjacking -- Juvenile fiction', 'Groundwater -- Juvenile fiction', 'Underground areas -- Juvenile fiction', 'Vacation homes -- Juvenile fiction', 'Caves -- Juvenile fiction'}",1949.0,Mildred+Wirt,Girl+Scouts,https://www.worldcat.org/search?q=Mildred+Wirt+Girl+Scouts&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7749,The Parisians — Complete,"Lytton, Edward Bulwer Lytton, Baron",33,"{'English fiction -- 19th century', 'Paris (France) -- Social life and customs -- 19th century -- Fiction'}",1800.0,Edward+Lytton,Parisians+Complete,https://www.worldcat.org/search?q=Edward+Lytton+Parisians+Complete&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32044,Jimmy Kirkland and the Plot for a Pennant,"Fullerton, Hugh S. (Hugh Stuart)",9,{'Baseball -- Juvenile fiction'},1915.0,Hugh+Fullerton,Jimmy+Kirkland,https://www.worldcat.org/search?q=Hugh+Fullerton+Jimmy+Kirkland&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48453,The Abandoned Farmer,"Preston, Sydney Herman",19,"{'Canadian fiction', 'Humorous stories', 'Families -- Fiction', 'Country life -- Fiction'}",1901.0,Sydney+Preston,Abandoned+Farmer,https://www.worldcat.org/search?q=Sydney+Preston+Abandoned+Farmer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5451,An Egyptian Princess — Volume 02,"Ebers, Georg",6,"{'German fiction -- Translations into English', 'Egypt -- History -- To 332 B.C. -- Fiction'}",1870.0,Georg+Ebers,Egyptian+Princess,https://www.worldcat.org/search?q=Georg+Ebers+Egyptian+Princess&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37439,"The Wanderer; or, Female Difficulties (Volume 3 of 5)","Burney, Fanny",18,"{'Historical fiction', 'France -- History -- Revolution, 1789-1799 -- Refugees -- Fiction', 'Refugees -- Fiction', 'War stories'}",1814.0,Fanny+Burney,Wanderer+Female,https://www.worldcat.org/search?q=Fanny+Burney+Wanderer+Female&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36583,Hania,"Sienkiewicz, Henryk",32,{'Polish fiction -- Translations into English'},1899.0,Henryk+Sienkiewicz,Hania,https://www.worldcat.org/search?q=Henryk+Sienkiewicz+Hania&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23683,"Bertie's Home; or, the Way to be Happy","Leslie, Madeline",4,"{'Fathers and sons -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction'}",1868.0,Madeline+Leslie,Bertie+Home,https://www.worldcat.org/search?q=Madeline+Leslie+Bertie+Home&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG28631,Amabel Channice,"Sedgwick, Anne Douglas",12,"{'Illegitimate children -- Fiction', 'Married women -- Fiction', 'Mothers and sons -- Fiction'}",1908.0,Anne+Sedgwick,Amabel+Channice,https://www.worldcat.org/search?q=Anne+Sedgwick+Amabel+Channice&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41187,This House to Let,"Le Queux, William",10,"{'England -- Fiction', 'Detective and mystery stories'}",1907.0,William+Queux,This+House,https://www.worldcat.org/search?q=William+Queux+This+House&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21275,The Goat and Her Kid,"Myrtle, Harriet",18,"{'Goats -- Juvenile fiction', 'Birds -- Juvenile fiction', 'Winter sports -- Juvenile fiction'}",1866.0,Harriet+Myrtle,Goat,https://www.worldcat.org/search?q=Harriet+Myrtle+Goat&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16733,Montlivet,"Smith, Alice Prescott",10,"{'United States -- History -- French and Indian War, 1754-1763 -- Fiction'}",1906.0,Alice+Smith,Montlivet,https://www.worldcat.org/search?q=Alice+Smith+Montlivet&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53281,The Child of the Moat: A Story for Girls. 1557 A.D.,"Stoughton Holborn, I. B. (Ian Bernard)",9,"{'Great Britain -- History -- Mary I, 1553-1558 -- Juvenile fiction', 'Adventure stories', 'Girls -- Juvenile fiction'}",1916.0,Holborn+Stoughton,Child+Moat,https://www.worldcat.org/search?q=Holborn+Stoughton+Child+Moat&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64080,Morley Ashton: A Story of the Sea. Volume 1 (of 3),"Grant, James",10,"{'Yellowback books', 'Fiction', 'Sea stories'}",1876.0,James+Grant,Morley+Ashton,https://www.worldcat.org/search?q=James+Grant+Morley+Ashton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10776,"The Moving Picture Boys at Panama; Or, Stirring Adventures Along the Great Canal","Appleton, Victor",32,"{'Motion pictures -- Production and direction -- Juvenile fiction', 'Panama Canal (Panama) -- History -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}",1913.0,Victor+Appleton,Moving+Picture,https://www.worldcat.org/search?q=Victor+Appleton+Moving+Picture&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG59911,The Rock Ahead: A Novel. (Vol. 1),"Yates, Edmund",7,{'Fiction'},1868.0,Edmund+Yates,Rock+Ahead,https://www.worldcat.org/search?q=Edmund+Yates+Rock+Ahead&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24799,The Escape of Mr. Trimm: His Plight and other Plights,"Cobb, Irvin S. (Irvin Shrewsbury)",52,"{'Judges -- Fiction', 'Short stories', 'Crime -- Fiction'}",1918.0,Irvin+Cobb,Escape+Trimm,https://www.worldcat.org/search?q=Irvin+Cobb+Escape+Trimm&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3292,The Clever Woman of the Family,"Yonge, Charlotte M. (Charlotte Mary)",43,"{'Single women -- Fiction', 'Women -- England -- Fiction', 'Domestic fiction', 'Sex role -- Fiction', 'Young women -- Fiction'}",1865.0,Charlotte+Yonge,Clever+Woman,https://www.worldcat.org/search?q=Charlotte+Yonge+Clever+Woman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38881,In Kali's Country: Tales from Sunny India,"Sheets, Emily Churchill Thompson",76,"{'Short stories', 'Missions -- India -- Fiction', 'India -- Social life and customs -- Fiction'}",1910.0,Emily+Sheets,Kali+Country,https://www.worldcat.org/search?q=Emily+Sheets+Kali+Country&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39812,The Oriel Window,"Molesworth, Mrs.",6,"{""Children's accidents -- Juvenile fiction"", 'Friendship -- Juvenile fiction', 'Birthdays -- Juvenile fiction', 'Social classes -- England -- Juvenile fiction', 'Wood-carving -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Invalids -- Juvenile fiction', 'Accidents -- Juvenile fiction'}",1896.0,Mrs+Molesworth,Oriel+Window,https://www.worldcat.org/search?q=Mrs+Molesworth+Oriel+Window&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18264,Within The Enemy's Lines,"Optic, Oliver",20,"{'Steamboats -- Juvenile fiction', 'United States -- History -- Civil War, 1861-1865 -- Naval operations -- Juvenile fiction', 'War stories'}",1892.0,Oliver+Optic,Within+Enemy,https://www.worldcat.org/search?q=Oliver+Optic+Within+Enemy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33195,Was It Right to Forgive? A Domestic Romance,"Barr, Amelia E.",9,{'Fiction'},1899.0,Amelia+Barr,Right+Forgive,https://www.worldcat.org/search?q=Amelia+Barr+Right+Forgive&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15093,Phyllis,"Daviess, Maria Thompson",6,"{'Girls -- Fiction', 'Harpeth Valley (Tenn.) -- Fiction'}",1913.0,Maria+Daviess,Phyllis,https://www.worldcat.org/search?q=Maria+Daviess+Phyllis&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21246,Winter Adventures of Three Boys in the Great Lone Land,"Young, Egerton Ryerson",14,"{'Animals -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Canoes and canoeing -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Hunting -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Indians of North America -- Juvenile fiction'}",1899.0,Egerton+Young,Winter+Adventures,https://www.worldcat.org/search?q=Egerton+Young+Winter+Adventures&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7893,Hide and Seek,"Collins, Wilkie",86,"{'Young men -- Fiction', 'Father figures -- Fiction', 'Psychological fiction', 'Deaf women -- Fiction', 'Painters -- Fiction'}",1856.0,Wilkie+Collins,Hide+Seek,https://www.worldcat.org/search?q=Wilkie+Collins+Hide+Seek&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18109,Graveyard of Dreams,"Piper, H. Beam",53,"{'Short stories', 'Science fiction'}",1900.0,Beam+Piper,Graveyard+Dreams,https://www.worldcat.org/search?q=Beam+Piper+Graveyard+Dreams&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG59223,"Flower and Jewel; or, Daisy Forrest's Daughter","Miller, Alex. McVeigh, Mrs.",10,"{'Gothic fiction', 'Mothers and daughters -- Fiction', 'Sisters -- Fiction'}",1888.0,Alex+Miller,Flower+Jewel,https://www.worldcat.org/search?q=Alex+Miller+Flower+Jewel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5975,"Thomas Wingfold, Curate V3","MacDonald, George",3,"{'Wingfold, Thomas (Fictitious character) -- Fiction', 'Christian fiction'}",1876.0,George+MacDonald,Thomas+Wingfold,https://www.worldcat.org/search?q=George+MacDonald+Thomas+Wingfold&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50906,Savrola: A Tale of the Revolution in Laurania,"Churchill, Winston",45,"{'Political fiction', 'Revolutions -- Fiction'}",1899.0,Winston+Churchill,Savrola+Tale,https://www.worldcat.org/search?q=Winston+Churchill+Savrola+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9242,"Old Ticonderoga, a Picture of the Past: (From: ""The Snow Image and Other Twice-Told Tales"")","Hawthorne, Nathaniel",9,"{'Short stories', 'New England -- Social life and customs -- Fiction', 'Historical fiction, American'}",1851.0,Nathaniel+Hawthorne,Ticonderoga+Picture,https://www.worldcat.org/search?q=Nathaniel+Hawthorne+Ticonderoga+Picture&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG55864,"The Young Wireless Operator—Afloat: Or, How Roy Mercer Won His Spurs in the Merchant Marine","Theiss, Lewis E. (Lewis Edwin)",9,"{'Merchant marine -- Juvenile fiction', 'Radio operators -- Juvenile fiction'}",1920.0,Lewis+Theiss,Young+Wireless,https://www.worldcat.org/search?q=Lewis+Theiss+Young+Wireless&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4230,"Tom Swift and His Motor-Cycle; Or, Fun and Adventures on the Road","Appleton, Victor",62,"{'Motorcycles -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Swift, Tom (Fictitious character) -- Juvenile fiction'}",1910.0,Victor+Appleton,Swift+Motor,https://www.worldcat.org/search?q=Victor+Appleton+Swift+Motor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45666,Little Peter: A Christmas Morality for Children of any Age,"Malet, Lucas",14,"{'Brothers -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Fantasy fiction', 'Conduct of life -- Juvenile fiction', 'Romans -- Juvenile fiction', 'Sick -- Juvenile fiction', 'Politicians -- Juvenile fiction', 'Children -- Death -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Kindness -- Juvenile fiction', 'Christmas -- Juvenile fiction'}",1888.0,Lucas+Malet,Little+Peter,https://www.worldcat.org/search?q=Lucas+Malet+Little+Peter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60086,"The Boy Travellers in The Russian Empire: Adventures of Two Youths in a Journey in European and Asiatic Russia, with Accounts of a Tour across Siberia, Voyages on the Amoor, Volga, and Other Rivers, a Visit to Central Asia, Travels among the Exiles, and a Historical Sketch of the Empire from Its Foundation to the Present Time","Knox, Thomas Wallace",16,"{'Russia -- History -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Rivers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Exiles -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Adventure stories'}",1886.0,Thomas+Knox,Travellers+Russian,https://www.worldcat.org/search?q=Thomas+Knox+Travellers+Russian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23856,The Heart of Arethusa,"Fox, Frances Barton",13,{'Young women -- Fiction'},1898.0,Frances+Fox,Heart+Arethusa,https://www.worldcat.org/search?q=Frances+Fox+Heart+Arethusa&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24805,"""Chinkie's Flat"": 1904","Becke, Louis",8,"{'Pacific Area -- Social life and customs -- Fiction', 'Oceania -- Fiction', 'South Pacific Ocean -- Fiction'}",1904.0,Louis+Becke,Chinkie+Flat,https://www.worldcat.org/search?q=Louis+Becke+Chinkie+Flat&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53302,The Boy Inventor's Wireless Triumph,"Bonner, Richard",7,"{'Inventors -- Juvenile fiction', 'Telegraph, Wireless -- Juvenile fiction'}",1912.0,Richard+Bonner,Inventor+Wireless,https://www.worldcat.org/search?q=Richard+Bonner+Inventor+Wireless&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46637,The Pastor's Fire-side Vol. 3 (of 4),"Porter, Jane",85,"{'Riperdá, Juan Guillermo, Duke of, 1680-1737 -- Fiction', 'Wharton, Philip Wharton, Duke of, 1698-1731 -- Fiction'}",1817.0,Jane+Porter,Pastor+Fire,https://www.worldcat.org/search?q=Jane+Porter+Pastor+Fire&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17055,"The Submarine Boys' Trial Trip: ""Making Good"" as Young Experts","Durham, Victor G.",2,{'Submarines (Ships) -- Juvenile fiction'},1909.0,Victor+Durham,Submarine+Boys,https://www.worldcat.org/search?q=Victor+Durham+Submarine+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32555,The Club at Crow's Corner,"Otis, James",5,{'Animals -- Juvenile fiction'},1901.0,James+Otis,Club+Crow,https://www.worldcat.org/search?q=James+Otis+Club+Crow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56948,An Autumn Sowing,"Benson, E. F. (Edward Frederic)",14,"{'Families -- Fiction', 'Private secretaries -- Fiction', 'Man-woman relationships -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction'}",1917.0,Benson,Autumn+Sowing,https://www.worldcat.org/search?q=Benson+Autumn+Sowing&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60776,The Transformation of Philip Jettan,"Heyer, Georgette",228,"{'Mate selection -- Fiction', 'Regency fiction', 'Love stories', 'British -- France -- Paris -- Fiction', 'First loves -- Fiction'}",1930.0,Georgette+Heyer,Transformation+Philip,https://www.worldcat.org/search?q=Georgette+Heyer+Transformation+Philip&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1711,Child of Storm,"Haggard, H. Rider (Henry Rider)",87,"{'Zulu (African people) -- Fiction', 'Historical fiction', 'Zululand (South Africa) -- History -- Fiction', 'Quatermain, Allan (Fictitious character) -- Fiction'}",1913.0,Rider+Haggard,Child+Storm,https://www.worldcat.org/search?q=Rider+Haggard+Child+Storm&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45816,"The House on the Moor, v. 1/3","Oliphant, Mrs. (Margaret)",16,{'Fiction'},1800.0,Mrs+Oliphant,House+Moor,https://www.worldcat.org/search?q=Mrs+Oliphant+House+Moor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60185,Bedouin Love,"Weigall, Arthur E. P. Brome (Arthur Edward Pearse Brome)",15,"{'British -- Egypt -- Fiction', 'Man-woman relationships -- Fiction', 'Murder -- Fiction'}",1900.0,Arthur+Weigall,Bedouin+Love,https://www.worldcat.org/search?q=Arthur+Weigall+Bedouin+Love&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53688,"Melmoth the Wanderer, Vol. 4","Maturin, Charles Robert",28,"{'Immortalism -- Fiction', 'Paranormal fiction', 'Horror tales', 'Gothic fiction'}",1821.0,Charles+Maturin,Melmoth+Wanderer,https://www.worldcat.org/search?q=Charles+Maturin+Melmoth+Wanderer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21715,Away in the Wilderness,"Ballantyne, R. M. (Robert Michael)",43,"{'Great Lakes Region (North America) -- Juvenile fiction', 'Frontier and pioneer life -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Fur trade -- Juvenile fiction'}",1800.0,Ballantyne,Away+Wilderness,https://www.worldcat.org/search?q=Ballantyne+Away+Wilderness&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37013,The Pleasures of the Country: Simple Stories for Young People,"Myrtle, Harriet",8,"{'Country life -- England -- Juvenile fiction', ""Children's stories""}",1846.0,Harriet+Myrtle,Pleasures+Country,https://www.worldcat.org/search?q=Harriet+Myrtle+Pleasures+Country&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9409,Five Thousand Dollars Reward,"Pinkerton, A. Frank",6,"{'Mystery fiction', 'American fiction -- 19th century'}",1886.0,Frank+Pinkerton,Five+Thousand,https://www.worldcat.org/search?q=Frank+Pinkerton+Five+Thousand&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42521,God and the King,"Bowen, Marjorie",26,"{'James II, King of England, 1633-1701 -- Fiction', 'Great Britain -- History -- Revolution of 1688 -- Fiction'}",1912.0,Marjorie+Bowen,King,https://www.worldcat.org/search?q=Marjorie+Bowen+King&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32440,Dave Dawson at Dunkirk,"Bowen, Robert Sidney",73,"{'World War, 1939-1945 -- Juvenile fiction', 'Dunkirk, Battle of, Dunkerque, France, 1940 -- Juvenile fiction'}",1943.0,Robert+Bowen,Dave+Dawson,https://www.worldcat.org/search?q=Robert+Bowen+Dave+Dawson&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63625,Broken Butterflies,"Kinney, Henry W. (Henry Walsworth)",17,"{'Americans -- Japan -- Fiction', 'Japan -- Fiction', 'Geishas -- Fiction'}",1924.0,Henry+Kinney,Broken+Butterflies,https://www.worldcat.org/search?q=Henry+Kinney+Broken+Butterflies&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46457,White Wolf's Law: A Western Story,"Dunning, Hal",10,"{'Western stories', 'Fiction'}",1935.0,Hal+Dunning,White+Wolf,https://www.worldcat.org/search?q=Hal+Dunning+White+Wolf&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65153,Within the Precincts,"Oliphant, Mrs. (Margaret)",10,"{'England -- Social life and customs -- 19th century -- Fiction', 'Families -- Fiction', 'Stepmothers -- Fiction'}",1879.0,Mrs+Oliphant,Within+Precincts,https://www.worldcat.org/search?q=Mrs+Oliphant+Within+Precincts&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36138,Poppy: The Story of a South African Girl,"Stockley, Cynthia",23,"{'South Africa -- Fiction', 'Girls -- Fiction'}",1909.0,Cynthia+Stockley,Poppy+Story,https://www.worldcat.org/search?q=Cynthia+Stockley+Poppy+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39552,Mortomley's Estate: A Novel. Vol. 2 (of 3),"Riddell, J. H., Mrs.",4,"{'England -- Fiction', 'Bankruptcy -- Fiction'}",1870.0,Mrs+Riddell,Mortomley+Estate,https://www.worldcat.org/search?q=Mrs+Riddell+Mortomley+Estate&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5505,Serapis — Volume 05,"Ebers, Georg",4,"{'Egypt -- History -- 30 B.C.-640 A.D. -- Fiction', 'German fiction -- Translations into English'}",1885.0,Georg+Ebers,Serapis,https://www.worldcat.org/search?q=Georg+Ebers+Serapis&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21484,Roger Willoughby: A Story of the Times of Benbow,"Kingston, William Henry Giles",17,"{'Ship captains -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Sailing -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Pirates -- Juvenile fiction'}",1881.0,William+Kingston,Roger+Willoughby,https://www.worldcat.org/search?q=William+Kingston+Roger+Willoughby&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6009,The Valley of Vision : A Book of Romance and Some Half-Told Tales,"Van Dyke, Henry",21,"{'Short stories, American', 'Religious fiction, American'}",1919.0,Henry+Dyke,Valley+Vision,https://www.worldcat.org/search?q=Henry+Dyke+Valley+Vision&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63337,"Valperga Volume 1 (of 3): or, The life and adventures of Castruccio, prince of Lucca","Shelley, Mary Wollstonecraft",41,"{'Castracani, Castruccio, 1281-1328 -- Fiction', 'Lucca (Italy) -- History -- Fiction', 'Guelfs and Ghibellines -- History -- Fiction', 'Italy -- History -- 1268-1492 -- Fiction', 'Condottieri -- Fiction', 'Historical fiction'}",1823.0,Mary+Shelley,Valperga+life,https://www.worldcat.org/search?q=Mary+Shelley+Valperga+life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20699,Dotty Dimple at Her Grandmother's,"May, Sophie",24,"{'Conduct of life -- Juvenile fiction', 'Grandmothers -- Juvenile fiction'}",1870.0,Sophie+May,Dotty+Dimple,https://www.worldcat.org/search?q=Sophie+May+Dotty+Dimple&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23663,Tom Slade on a Transport,"Fitzhugh, Percy Keese",14,"{'World War, 1914-1918 -- Fiction'}",1898.0,Percy+Fitzhugh,Slade+Transport,https://www.worldcat.org/search?q=Percy+Fitzhugh+Slade+Transport&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20544,The Little Skipper: A Son of a Sailor,"Fenn, George Manville",2,"{'Ship captains -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Families -- Juvenile fiction'}",1897.0,George+Fenn,Little+Skipper,https://www.worldcat.org/search?q=George+Fenn+Little+Skipper&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG48655,"Dave Dashaway, Air Champion; Or, Wizard Work in the Clouds","Rockwood, Roy",4,"{'Aeronautics -- Juvenile fiction', 'Detective and mystery stories', 'Airplanes -- Piloting -- Juvenile fiction', 'Air pilots -- Juvenile fiction'}",1913.0,Roy+Rockwood,Dave+Dashaway,https://www.worldcat.org/search?q=Roy+Rockwood+Dave+Dashaway&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22843,Aunt Deborah,"Mitford, Mary Russell",11,"{'Short stories', 'Inheritance and succession -- Fiction'}",1800.0,Mary+Mitford,Aunt+Deborah,https://www.worldcat.org/search?q=Mary+Mitford+Aunt+Deborah&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56620,"Ruby Roland, the Girl Spy; or, Simon Kenton's Protege","Whittaker, Frederick",5,"{'Kenton, Simon, 1755-1836 -- Fiction', 'Dime novels', 'Kaskaskia (Ill.) -- Fiction', 'Shawnee Indians -- Fiction', 'Boone, Daniel, 1734-1820 -- Fiction', 'Frontier and pioneer life -- Kentucky -- Fiction', 'Clark, George Rogers, 1752-1818 -- Fiction'}",1873.0,Frederick+Whittaker,Ruby+Roland,https://www.worldcat.org/search?q=Frederick+Whittaker+Ruby+Roland&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37204,The Ranchman,"Seltzer, Charles Alden",42,"{'Western stories', 'Fiction'}",1911.0,Charles+Seltzer,Ranchman,https://www.worldcat.org/search?q=Charles+Seltzer+Ranchman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38719,A Romance of Wastdale,"Mason, A. E. W. (Alfred Edward Woodley)",8,{'Fiction'},1890.0,Mason,Romance+Wastdale,https://www.worldcat.org/search?q=Mason+Romance+Wastdale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60326,Maradick at Forty: A Transition,"Walpole, Hugh",7,"{'Vacations -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Cornwall (England : County) -- Fiction'}",1919.0,Hugh+Walpole,Maradick+Forty,https://www.worldcat.org/search?q=Hugh+Walpole+Maradick+Forty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
