,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG8196,Under the Skylights,"Fuller, Henry Blake",7,{'United States -- Social life and customs -- 19th century -- Fiction'},1901.0,Henry+Fuller,Under+Skylights,https://www.worldcat.org/search?q=Henry+Fuller+Under+Skylights&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47764,Stories of Heroic Deeds for Boys and Girls: Historical Series - Book II,"Johonnot, James",39,"{'Biographical fiction', 'Scotland -- Juvenile fiction', 'Courage -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', ""Children's stories"", 'Indians of North America -- Juvenile fiction'}",1887.0,James+Johonnot,Stories+Heroic,https://www.worldcat.org/search?q=James+Johonnot+Stories+Heroic&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12357,The Case and the Girl,"Parrish, Randall",6,"{'Mystery fiction', 'Inheritance and succession -- Fiction'}",1922.0,Randall+Parrish,Case+Girl,https://www.worldcat.org/search?q=Randall+Parrish+Case+Girl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG34616,Barren Honour: A Novel,"Lawrence, George A. (George Alfred)",15,{'Fiction'},1800.0,George+Lawrence,Barren+Honour,https://www.worldcat.org/search?q=George+Lawrence+Barren+Honour&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8607,"In the Forest; Or, Pictures of Life and Scenery in the Woods of Canada: A Tale","Traill, Catharine Parr Strickland",15,"{'Canada -- Juvenile fiction', 'Nature stories', 'Birds -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Rivers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Indian embroidery -- North America -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Frontier and pioneer life -- Ontario -- Juvenile fiction'}",1869.0,Catharine+Traill,Forest+Pictures,https://www.worldcat.org/search?q=Catharine+Traill+Forest+Pictures&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22972,Rollo in Holland,"Abbott, Jacob",19,{'Netherlands -- Juvenile fiction'},1853.0,Jacob+Abbott,Rollo+Holland,https://www.worldcat.org/search?q=Jacob+Abbott+Rollo+Holland&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65459,The Dark Road: further adventures of Chéri-Bibi,"Leroux, Gaston",26,"{'Escaped prisoners -- Fiction', 'Adventure stories', 'Penal colonies -- French Guiana -- Fiction', 'French fiction -- 20th century'}",1924.0,Gaston+Leroux,Dark+Road,https://www.worldcat.org/search?q=Gaston+Leroux+Dark+Road&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40160,"Manners: A Novel, Vol 3","Panache, Madame",17,{'England -- Social life and customs -- Fiction'},1817.0,Madame+Panache,Manners+Novel,https://www.worldcat.org/search?q=Madame+Panache+Manners+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5944,"The History of Don Quixote, Volume 2, Part 41","Cervantes Saavedra, Miguel de",5,"{'Knights and knighthood -- Spain -- Fiction', 'Romances', 'Picaresque literature', 'Spain -- Social life and customs -- 16th century -- Fiction'}",1906.0,Saavedra+Cervantes,History+Quixote,https://www.worldcat.org/search?q=Saavedra+Cervantes+History+Quixote&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47197,Sevastopol,"Tolstoy, Leo, graf",178,"{'Sevastopol (Ukraine) -- History -- Siege, 1854-1855 -- Fiction'}",1898.0,Leo+Tolstoy,Sevastopol,https://www.worldcat.org/search?q=Leo+Tolstoy+Sevastopol&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2280,A Millionaire of Rough-and-Ready,"Harte, Bret",14,"{'Western stories', 'California -- Social life and customs -- Fiction'}",1888.0,Bret+Harte,Millionaire+Rough,https://www.worldcat.org/search?q=Bret+Harte+Millionaire+Rough&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37259,Wild Honey: Stories of South Africa,"Stockley, Cynthia",10,"{'Short stories', 'South Africa -- Social life and customs -- Fiction'}",1914.0,Cynthia+Stockley,Wild+Honey,https://www.worldcat.org/search?q=Cynthia+Stockley+Wild+Honey&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50948,Of All Possible Worlds,"Tenn, William",24,"{'Short stories', 'Time travel -- Fiction', 'Science fiction'}",1937.0,William+Tenn,Possible+Worlds,https://www.worldcat.org/search?q=William+Tenn+Possible+Worlds&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6936,Robinson Crusoe — in Words of One Syllable,"Aikin, Lucy",46,"{'Adventure stories', 'Crusoe, Robinson (Fictitious character) -- Fiction', 'Shipwreck survival -- Fiction'}",1868.0,Lucy+Aikin,Robinson+Crusoe,https://www.worldcat.org/search?q=Lucy+Aikin+Robinson+Crusoe&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40574,The Ranche on the Oxhide: A Story of Boys' and Girls' Life on the Frontier,"Inman, Henry",15,"{'Ranch life -- West (U.S.) -- Juvenile fiction', 'Frontier and pioneer life -- West (U.S.) -- Juvenile fiction', 'Kansas -- Juvenile fiction'}",1898.0,Henry+Inman,Ranche+Oxhide,https://www.worldcat.org/search?q=Henry+Inman+Ranche+Oxhide&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45140,On Your Mark! A Story of College Life and Athletics,"Barbour, Ralph Henry",13,"{'College sports -- Juvenile fiction', 'College students -- Juvenile fiction'}",1948.0,Ralph+Barbour,Your+Mark,https://www.worldcat.org/search?q=Ralph+Barbour+Your+Mark&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27591,The Birthright,"Hocking, Joseph",11,{'Inheritance and succession -- Fiction'},1897.0,Joseph+Hocking,Birthright,https://www.worldcat.org/search?q=Joseph+Hocking+Birthright&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47290,"Barney Blake, the Boy Privateer; or, The Cruise of the Queer Fish","Johnstone, Herrick",4,"{'United States -- History -- War of 1812 -- Fiction', 'Dime novels', 'Sea stories', 'Privateering -- Fiction'}",1897.0,Herrick+Johnstone,Barney+Blake,https://www.worldcat.org/search?q=Herrick+Johnstone+Barney+Blake&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42427,The Kingdom of Slender Swords,"Rives, Hallie Erminie",28,"{'East and West -- Fiction', 'Japan -- History -- Meiji period, 1868-1912 -- Fiction'}",1900.0,Hallie+Rives,Kingdom+Slender,https://www.worldcat.org/search?q=Hallie+Rives+Kingdom+Slender&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27911,The Giraffe Hunters,"Reid, Mayne",26,"{'Hunting stories', 'South Africa -- Fiction'}",1867.0,Mayne+Reid,Giraffe+Hunters,https://www.worldcat.org/search?q=Mayne+Reid+Giraffe+Hunters&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30278,"Friars and Filipinos: An Abridged Translation of Dr. Jose Rizal's Tagalog Novel,; 'Noli Me Tangere.'","Rizal, José",746,"{'Historical fiction', 'Philippines -- History -- 1812-1898 -- Fiction'}",1900.0,José+Rizal,Friars+Filipinos,https://www.worldcat.org/search?q=José+Rizal+Friars+Filipinos&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61624,The Fall of Ulysses: An Elephant Story,"Willard, Charles Dwight",30,"{'British -- India -- Fiction', 'Education -- Fiction', 'Humorous stories', 'Human-animal relationships -- Fiction', 'Elephants -- Fiction'}",1902.0,Charles+Willard,Fall+Ulysses,https://www.worldcat.org/search?q=Charles+Willard+Fall+Ulysses&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40547,"The Rival Campers Afloat; or, The Prize Yacht Viking","Smith, Ruel Perley",21,"{'Boats and boating -- Juvenile fiction', 'Sea stories'}",1905.0,Ruel+Smith,Rival+Campers,https://www.worldcat.org/search?q=Ruel+Smith+Rival+Campers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG25473,"Frontier Boys on the Coast; Or, In the Pirate's Power","Roosevelt, Wyn",8,"{'Brothers -- Juvenile fiction', 'Frontier and pioneer life -- California -- Juvenile fiction', 'Boats and boating -- Juvenile fiction', 'Pirates -- Juvenile fiction'}",1908.0,Wyn+Roosevelt,Frontier+Boys,https://www.worldcat.org/search?q=Wyn+Roosevelt+Frontier+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35090,Billy Bunny and Daddy Fox,"Cory, David",29,"{'Foxes -- Juvenile fiction', 'Rabbits -- Juvenile fiction', 'Animals -- Juvenile fiction'}",1917.0,David+Cory,Billy+Bunny,https://www.worldcat.org/search?q=David+Cory+Billy+Bunny&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21797,A Sailor's Lass,"Leslie, Emma",7,"{'Foundlings -- Juvenile fiction', 'Fishers -- Juvenile fiction', 'Christian life -- Juvenile fiction'}",1886.0,Emma+Leslie,Sailor+Lass,https://www.worldcat.org/search?q=Emma+Leslie+Sailor+Lass&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57271,"What Outfit, Buddy?","Kelly, T. Howard (Thomas Howard)",1,"{'World War, 1914-1918 -- Fiction', 'Soldiers -- Fiction'}",1920.0,Howard+Kelly,What+Outfit,https://www.worldcat.org/search?q=Howard+Kelly+What+Outfit&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2703,The Argonauts of North Liberty,"Harte, Bret",22,"{'Frontier and pioneer life -- California -- Fiction', 'California -- History -- 1846-1850 -- Fiction', 'American fiction -- 19th century'}",1888.0,Bret+Harte,Argonauts+North,https://www.worldcat.org/search?q=Bret+Harte+Argonauts+North&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43127,An Enchanted Garden: Fairy Stories,"Molesworth, Mrs.",27,"{'Fairy tales', 'Magic -- Juvenile fiction', 'Storytelling -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Gardens -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Nannies -- Juvenile fiction', 'Fantasy literature', 'Conduct of life -- Juvenile fiction'}",1892.0,Mrs+Molesworth,Enchanted+Garden,https://www.worldcat.org/search?q=Mrs+Molesworth+Enchanted+Garden&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21463,Voyages and Travels of Count Funnibos and Baron Stilkin,"Kingston, William Henry Giles",9,"{'Friendship -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Wit and humor, Juvenile', 'Voyages and travels -- Juvenile fiction', 'Sailors -- Juvenile fiction'}",1870.0,William+Kingston,Voyages+Travels,https://www.worldcat.org/search?q=William+Kingston+Voyages+Travels&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3411,The Stokesley Secret,"Yonge, Charlotte M. (Charlotte Mary)",44,{'Family -- Juvenile fiction'},1861.0,Charlotte+Yonge,Stokesley+Secret,https://www.worldcat.org/search?q=Charlotte+Yonge+Stokesley+Secret&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56790,The Travels of Fuzz and Buzz,"Mockler, Geraldine",2,"{'Mice -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction'}",1900.0,Geraldine+Mockler,Travels+Fuzz,https://www.worldcat.org/search?q=Geraldine+Mockler+Travels+Fuzz&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21105,Teddy: The Story of a Little Pickle,"Hutcheson, John C. (John Conroy)",6,"{'Motherless families -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Nannies -- Juvenile fiction', 'Children of clergy -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Grandmothers -- Juvenile fiction'}",1887.0,John+Hutcheson,Teddy+Story,https://www.worldcat.org/search?q=John+Hutcheson+Teddy+Story&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5471,Joshua — Volume 5,"Ebers, Georg",1,"{'Palestine -- History -- Fiction', 'German fiction -- Translations into English'}",1880.0,Georg+Ebers,Joshua,https://www.worldcat.org/search?q=Georg+Ebers+Joshua&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19751,The Mayor of Troy,"Quiller-Couch, Arthur",6,"{'Mayors -- Fiction', 'Cornwall (England : County) -- Fiction'}",1893.0,Couch+Quiller,Mayor+Troy,https://www.worldcat.org/search?q=Couch+Quiller+Mayor+Troy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56372,"The Flower of the Flock, Volume 2 (of 3)","Egan, Pierce",16,{'Fiction'},1858.0,Pierce+Egan,Flower+Flock,https://www.worldcat.org/search?q=Pierce+Egan+Flower+Flock&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63815,"Frank Merriwell on the Road; Or, The All-Star Combination","Standish, Burt L.",6,"{'Attempted murder -- Juvenile fiction', 'Adventure stories', 'Morphine abuse -- Juvenile fiction', 'Dime novels', 'Young men -- Conduct of life -- Juvenile fiction', 'Jealousy -- Juvenile fiction', 'Traveling theater -- Juvenile fiction', 'Mystery fiction', 'Merriwell, Frank (Fictitious character) -- Juvenile fiction', 'Actors -- Juvenile fiction'}",1896.0,Burt+Standish,Frank+Merriwell,https://www.worldcat.org/search?q=Burt+Standish+Frank+Merriwell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17745,The Courage of Marge O'Doone,"Curwood, James Oliver",28,{'Fiction'},1917.0,James+Curwood,Courage+Marge,https://www.worldcat.org/search?q=James+Curwood+Courage+Marge&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39983,"The Weird of the Wentworths: A Tale of George IV's Time, Vol. 2","Scotus, Johannes",14,"{'Great Britain -- History -- George IV, 1820-1830 -- Fiction', 'Conduct of life -- Fiction'}",1862.0,Johannes+Scotus,Weird+Wentworths,https://www.worldcat.org/search?q=Johannes+Scotus+Weird+Wentworths&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22087,Hazel Squirrel and Other Stories,"Lowe, Samuel E. (Samuel Edward)",8,"{'Squirrels -- Juvenile fiction', 'Animals -- Juvenile fiction'}",1900.0,Samuel+Lowe,Hazel+Squirrel,https://www.worldcat.org/search?q=Samuel+Lowe+Hazel+Squirrel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33610,"Pharos, The Egyptian: A Romance","Boothby, Guy",22,"{'Egypt -- Fiction', 'Paranormal fiction'}",1899.0,Guy+Boothby,Pharos+Egyptian,https://www.worldcat.org/search?q=Guy+Boothby+Pharos+Egyptian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31912,The Pictures; The Betrothing: Novels,"Tieck, Ludwig",29,{'German fiction -- Translations into English'},1825.0,Ludwig+Tieck,Pictures+Betrothing,https://www.worldcat.org/search?q=Ludwig+Tieck+Pictures+Betrothing&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47553,"Bobby Blake on a Plantation; Or, Lost in the Great Swamp","Warner, Frank A.",20,"{'Plantations -- Louisiana -- Juvenile fiction', 'Mystery and detective stories', 'Swamps -- Juvenile fiction', 'Missing children -- Juvenile fiction'}",1915.0,Frank+Warner,Bobby+Blake,https://www.worldcat.org/search?q=Frank+Warner+Bobby+Blake&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26668,"The Strange Adventures of Captain Dangerous, Vol. 2: Who was a sailor, a soldier, a merchant, a spy, a slave; among the moors...","Sala, George Augustus",11,{'Adventure and adventurers -- Fiction'},1863.0,George+Sala,Strange+Adventures,https://www.worldcat.org/search?q=George+Sala+Strange+Adventures&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23447,"Uncle Sam's Boys in the Philippines; or, Following the Flag against the Moros","Hancock, H. Irving (Harrie Irving)",23,"{'United States. Army -- Fiction', 'Philippines -- Juvenile fiction'}",1916.0,Irving+Hancock,Uncle+Boys,https://www.worldcat.org/search?q=Irving+Hancock+Uncle+Boys&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG4312,A Life's Morning,"Gissing, George",11,{'English fiction -- 19th century'},1888.0,George+Gissing,Life+Morning,https://www.worldcat.org/search?q=George+Gissing+Life+Morning&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31673,"The Rose of Paradise: Being a detailed account of certain adventures that happened to captain John Mackra, in connection with the famous pirate, Edward England, in the year 1720, off the Island of Juanna in the Mozambique Channel; writ by himself, and now for the first time published","Pyle, Howard",22,"{'Mozambique Channel -- Fiction', 'Pirates -- Fiction'}",1888.0,Howard+Pyle,Rose+Paradise,https://www.worldcat.org/search?q=Howard+Pyle+Rose+Paradise&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58897,"The master of St. Benedict's, Vol. 1 (of 2)","St. Aubyn, Alan",5,"{'Students -- Fiction', 'Cambridge (England) -- Fiction', 'School principals -- Fiction'}",1893.0,Alan+Aubyn,master+Benedict,https://www.worldcat.org/search?q=Alan+Aubyn+master+Benedict&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62779,"The Moon Hoax: Or, A Discovery that the Moon has a Vast Population of Human Beings","Locke, Richard Adams",82,"{'Astronomy -- Miscellanea', 'Biographical fiction', 'Herschel, John F. W. (John Frederick William), 1792-1871 -- Fiction', 'Science fiction', 'Moon -- Miscellanea'}",1835.0,Richard+Locke,Moon+Hoax,https://www.worldcat.org/search?q=Richard+Locke+Moon+Hoax&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63158,Harry Joscelyn; vol. 2 of 3,"Oliphant, Mrs. (Margaret)",8,"{'Families -- England -- Fiction', 'Inheritance and succession -- Fiction'}",1880.0,Mrs+Oliphant,Harry+Joscelyn,https://www.worldcat.org/search?q=Mrs+Oliphant+Harry+Joscelyn&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53518,Right Tackle Todd,"Barbour, Ralph Henry",10,"{'Schools -- Juvenile fiction', 'Football -- Juvenile fiction'}",1924.0,Ralph+Barbour,Right+Tackle,https://www.worldcat.org/search?q=Ralph+Barbour+Right+Tackle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40064,Mal Moulée: A Novel,"Wilcox, Ella Wheeler",19,"{'Triangles (Interpersonal relations) -- Fiction', 'Man-woman relationships -- Fiction'}",1886.0,Ella+Wilcox,Moulée+Novel,https://www.worldcat.org/search?q=Ella+Wilcox+Moulée+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39896,The Girl Next Door,"Seaman, Augusta Huiell",26,"{'Friendship -- Juvenile fiction', 'Mystery fiction', 'Girls -- Juvenile fiction'}",1917.0,Augusta+Seaman,Girl+Next,https://www.worldcat.org/search?q=Augusta+Seaman+Girl+Next&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20291,Captain Mansana & Mother's Hands,"Bjørnson, Bjørnstjerne",7,{'Fiction'},1881.0,Bjørnstjerne+Bjørnson,Captain+Mansana,https://www.worldcat.org/search?q=Bjørnstjerne+Bjørnson+Captain+Mansana&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8532,Andivius Hedulio: Adventures of a Roman Nobleman in the Days of the Empire,"White, Edward Lucas",15,"{'Historical fiction', 'Nobility -- Fiction', 'Rome -- History -- Empire, 30 B.C.-476 A.D. -- Fiction'}",1921.0,Edward+White,Andivius+Hedulio,https://www.worldcat.org/search?q=Edward+White+Andivius+Hedulio&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27164,Seven and Nine years Among the Camanches and Apaches: An Autobiography,"Eastman, Edwin",57,"{'Comanche Indians -- Fiction', 'Patent medicines', 'Indian captivities -- Fiction', 'Apache Indians -- Fiction', 'Eastman, Edwin (Fictitious character) -- Fiction'}",1873.0,Edwin+Eastman,Seven+Nine,https://www.worldcat.org/search?q=Edwin+Eastman+Seven+Nine&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53583,Ombra,"Oliphant, Mrs. (Margaret)",39,"{'Cousins -- Fiction', 'Mate selection -- Fiction', 'Social classes -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Aunts -- Fiction', 'Heiresses -- Fiction'}",1870.0,Mrs+Oliphant,Ombra,https://www.worldcat.org/search?q=Mrs+Oliphant+Ombra&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61378,Joyce,"Oliphant, Mrs. (Margaret)",12,"{'Social classes -- Fiction', 'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Adopted children -- Fiction', 'Young women -- Fiction'}",1888.0,Mrs+Oliphant,Joyce,https://www.worldcat.org/search?q=Mrs+Oliphant+Joyce&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG29153,Poppy's Presents,"Walton, O. F., Mrs.",8,{'Christian life -- Juvenile fiction'},1886.0,Mrs+Walton,Poppy+Presents,https://www.worldcat.org/search?q=Mrs+Walton+Poppy+Presents&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24696,The Daughter of a Magnate,"Spearman, Frank H. (Frank Hamilton)",19,"{'Railroads -- Fiction', 'Railroad engineers -- Fiction', 'Railroad travel -- Southwest, New -- Fiction'}",1903.0,Frank+Spearman,Daughter+Magnate,https://www.worldcat.org/search?q=Frank+Spearman+Daughter+Magnate&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG52020,Roland Whately: A Novel,"Waugh, Alec",6,"{'Businessmen -- Fiction', 'Man-woman relationships -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Bildungsromans', 'Young men -- Fiction', 'Boarding schools -- England -- Fiction'}",1922.0,Alec+Waugh,Roland+Whately,https://www.worldcat.org/search?q=Alec+Waugh+Roland+Whately&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63775,Legend,"Dane, Clemence",15,"{'Death -- Fiction', 'Friendship -- Fiction', 'Women novelists -- Fiction', 'Psychological fiction'}",1919.0,Clemence+Dane,Legend,https://www.worldcat.org/search?q=Clemence+Dane+Legend&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40828,The Closed Book: Concerning the Secret of the Borgias,"Le Queux, William",10,"{'Treasure troves -- Fiction', 'Borgia, Lucrezia, 1480-1519 -- Fiction'}",1900.0,William+Queux,Closed+Book,https://www.worldcat.org/search?q=William+Queux+Closed+Book&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
